date,,reservoir_storage,conservation_storage,percent_full,conservation_capacity,Population ,Storage_per_capita
1/10/1941,1941.03,1151521,1114712,56.2,1984993,306126.1507,3.641348501
1/11/1941,1941.03,1150628,1113819,56.1,1984993,306137.2658,3.638299301
1/12/1941,1941.03,1149736,1112927,56.1,1984993,306148.3808,3.635253589
1/13/1941,1941.04,1148843,1112034,56,1984993,306159.4959,3.632204831
1/14/1941,1941.04,1147950,1111141,56,1984993,306170.611,3.629156295
1/15/1941,1941.04,1147057,1110248,55.9,1984993,306181.726,3.62610798
1/16/1941,1941.04,1146165,1109356,55.9,1984993,306192.8411,3.623063152
1/17/1941,1941.05,1145272,1108463,55.8,1984993,306203.9562,3.62001528
1/18/1941,1941.05,1144379,1107570,55.8,1984993,306215.0712,3.616967628
1/19/1941,1941.05,1143486,1106677,55.8,1984993,306226.1863,3.613920199
1/20/1941,1941.05,1142594,1105785,55.7,1984993,306237.3014,3.610876255
1/21/1941,1941.06,1141701,1104892,55.7,1984993,306248.4164,3.607829268
1/22/1941,1941.06,1140808,1103999,55.6,1984993,306259.5315,3.604782501
1/23/1941,1941.06,1139915,1103106,55.6,1984993,306270.6466,3.601735956
1/24/1941,1941.07,1139023,1102214,55.5,1984993,306281.7616,3.598692897
1/25/1941,1941.07,1138130,1101321,55.5,1984993,306292.8767,3.595646793
1/26/1941,1941.07,1137237,1100428,55.4,1984993,306303.9918,3.592600911
1/27/1941,1941.07,1136344,1099535,55.4,1984993,306315.1068,3.58955525
1/28/1941,1941.08,1135452,1098643,55.3,1984993,306326.2219,3.586513075
1/29/1941,1941.08,1134559,1097750,55.3,1984993,306337.337,3.583467855
1/30/1941,1941.08,1133666,1096857,55.3,1984993,306348.4521,3.580422857
1/31/1941,1941.08,1132773,1095964,55.2,1984993,306359.5671,3.57737808
2/1/1941,1941.09,1134453,1097644,55.3,1984993,306370.6822,3.582731847
2/2/1941,1941.09,1136133,1099324,55.4,1984993,306381.7973,3.588085225
2/3/1941,1941.09,1137814,1101005,55.5,1984993,306392.9123,3.593441479
2/4/1941,1941.1,1139494,1102685,55.6,1984993,306404.0274,3.59879408
2/5/1941,1941.1,1141175,1104365,55.6,1984993,306415.1425,3.604146294
2/6/1941,1941.1,1142856,1106046,55.7,1984993,306426.2575,3.609501382
2/7/1941,1941.1,1144536,1107727,55.8,1984993,306437.3726,3.614856082
2/8/1941,1941.11,1146216,1109407,55.9,1984993,306448.4877,3.62020713
2/9/1941,1941.11,1147896,1111087,56,1984993,306459.6027,3.62555779
2/10/1941,1941.11,1149576,1112767,56.1,1984993,306470.7178,3.630908062
2/11/1941,1941.12,1151257,1114448,56.1,1984993,306481.8329,3.636261209
2/12/1941,1941.12,1152937,1116128,56.2,1984993,306492.9479,3.641610704
2/13/1941,1941.12,1154617,1117808,56.3,1984993,306504.063,3.646959812
2/14/1941,1941.12,1156298,1119489,56.4,1984993,306515.1781,3.652311794
2/15/1941,1941.13,1157979,1121169,56.5,1984993,306526.2932,3.657660126
2/16/1941,1941.13,1159659,1122849,56.6,1984993,306537.4082,3.66300807
2/17/1941,1941.13,1161339,1124529,56.7,1984993,306548.5233,3.668355626
2/18/1941,1941.13,1163019,1126209,56.7,1984993,306559.6384,3.673702794
2/19/1941,1941.14,1164700,1127890,56.8,1984993,306570.7534,3.679052837
2/20/1941,1941.14,1166380,1129570,56.9,1984993,306581.8685,3.684399229
2/21/1941,1941.14,1168060,1131250,57,1984993,306592.9836,3.689745234
2/22/1941,1941.15,1169741,1132932,57.1,1984993,306604.0986,3.695097375
2/23/1941,1941.15,1171421,1134612,57.2,1984993,306615.2137,3.700442605
2/24/1941,1941.15,1173102,1136292,57.2,1984993,306626.3288,3.705787447
2/25/1941,1941.15,1174782,1137972,57.3,1984993,306637.4438,3.711131901
2/26/1941,1941.16,1176462,1139652,57.4,1984993,306648.5589,3.716475969
2/27/1941,1941.16,1178143,1141333,57.5,1984993,306659.674,3.721822909
2/28/1941,1941.16,1179823,1143013,57.6,1984993,306670.789,3.727166202
3/1/1941,1941.16,1179485,1142675,57.6,1984993,306681.9041,3.725928999
3/2/1941,1941.17,1179148,1142338,57.5,1984993,306693.0192,3.724695147
3/3/1941,1941.17,1178809,1141999,57.5,1984993,306704.1342,3.723454862
3/4/1941,1941.17,1178471,1141661,57.5,1984993,306715.2493,3.722217929
3/5/1941,1941.18,1178134,1141324,57.5,1984993,306726.3644,3.720984345
3/6/1941,1941.18,1177796,1140986,57.5,1984993,306737.4795,3.71974759
3/7/1941,1941.18,1177457,1140647,57.5,1984993,306748.5945,3.718507665
3/8/1941,1941.18,1177120,1140310,57.4,1984993,306759.7096,3.71727435
3/9/1941,1941.19,1176782,1139972,57.4,1984993,306770.8247,3.716037864
3/10/1941,1941.19,1176444,1139634,57.4,1984993,306781.9397,3.714801468
3/11/1941,1941.19,1176107,1139297,57.4,1984993,306793.0548,3.713568421
3/12/1941,1941.19,1175768,1138958,57.4,1984993,306804.1699,3.712328944
3/13/1941,1941.2,1175430,1138620,57.4,1984993,306815.2849,3.711092817
3/14/1941,1941.2,1175093,1138283,57.3,1984993,306826.4,3.709860038
3/15/1941,1941.2,1174755,1137945,57.3,1984993,306837.5151,3.70862409
3/16/1941,1941.21,1174416,1137606,57.3,1984993,306848.6301,3.707384972
3/17/1941,1941.21,1174078,1137268,57.3,1984993,306859.7452,3.706149203
3/18/1941,1941.21,1173741,1136931,57.3,1984993,306870.8603,3.704916782
3/19/1941,1941.21,1173403,1136593,57.3,1984993,306881.9753,3.703681191
3/20/1941,1941.22,1173064,1136254,57.2,1984993,306893.0904,3.702442432
3/21/1941,1941.22,1172727,1135917,57.2,1984993,306904.2055,3.701210279
3/22/1941,1941.22,1172389,1135579,57.2,1984993,306915.3205,3.699974957
3/23/1941,1941.22,1172051,1135241,57.2,1984993,306926.4356,3.698739725
3/24/1941,1941.23,1171714,1134904,57.2,1984993,306937.5507,3.69750784
3/25/1941,1941.23,1171375,1134565,57.2,1984993,306948.6658,3.696269528
3/26/1941,1941.23,1171037,1134227,57.1,1984993,306959.7808,3.695034564
3/27/1941,1941.24,1170700,1133890,57.1,1984993,306970.8959,3.693802947
3/28/1941,1941.24,1170362,1133552,57.1,1984993,306982.011,3.692568162
3/29/1941,1941.24,1170023,1133213,57.1,1984993,306993.126,3.691330209
3/30/1941,1941.24,1169686,1132876,57.1,1984993,307004.2411,3.69009886
3/31/1941,1941.25,1169348,1132538,57.1,1984993,307015.3562,3.688864343
4/1/1941,1941.25,1169250,1132440,57.1,1984993,307026.4712,3.688411607
4/2/1941,1941.25,1169152,1132342,57,1984993,307037.5863,3.687958903
4/3/1941,1941.25,1169054,1132244,57,1984993,307048.7014,3.687506233
4/4/1941,1941.26,1168955,1132145,57,1984993,307059.8164,3.687050338
4/5/1941,1941.26,1168857,1132047,57,1984993,307070.9315,3.686597733
4/6/1941,1941.26,1168759,1131949,57,1984993,307082.0466,3.686145161
4/7/1941,1941.27,1168661,1131851,57,1984993,307093.1616,3.685692622
4/8/1941,1941.27,1168563,1131753,57,1984993,307104.2767,3.685240115
4/9/1941,1941.27,1168464,1131654,57,1984993,307115.3918,3.684784385
4/10/1941,1941.27,1168367,1131557,57,1984993,307126.5068,3.6843352
4/11/1941,1941.28,1168268,1131458,57,1984993,307137.6219,3.683879536
4/12/1941,1941.28,1168170,1131360,57,1984993,307148.737,3.68342716
4/13/1941,1941.28,1168071,1131261,57,1984993,307159.8521,3.682971562
4/14/1941,1941.28,1167974,1131164,57,1984993,307170.9671,3.682522507
4/15/1941,1941.29,1167875,1131065,57,1984993,307182.0822,3.682066975
4/16/1941,1941.29,1167777,1130967,57,1984993,307193.1973,3.68161473
4/17/1941,1941.29,1167680,1130870,57,1984993,307204.3123,3.681165773
4/18/1941,1941.3,1167581,1130771,57,1984993,307215.4274,3.680710339
4/19/1941,1941.3,1167483,1130673,57,1984993,307226.5425,3.680258193
4/20/1941,1941.3,1167384,1130574,57,1984993,307237.6575,3.679802825
4/21/1941,1941.3,1167287,1130477,57,1984993,307248.7726,3.679353998
4/22/1941,1941.31,1167188,1130378,56.9,1984993,307259.8877,3.678898696
4/23/1941,1941.31,1167090,1130280,56.9,1984993,307271.0027,3.67844668
4/24/1941,1941.31,1166992,1130182,56.9,1984993,307282.1178,3.677994698
4/25/1941,1941.32,1166894,1130084,56.9,1984993,307293.2329,3.677542748
4/26/1941,1941.32,1166796,1129986,56.9,1984993,307304.3479,3.67709083
4/27/1941,1941.32,1166697,1129887,56.9,1984993,307315.463,3.676635692
4/28/1941,1941.32,1166599,1129789,56.9,1984993,307326.5781,3.67618384
4/29/1941,1941.33,1166501,1129691,56.9,1984993,307337.6932,3.675732021
4/30/1941,1941.33,1166403,1129593,56.9,1984993,307348.8082,3.675280235
5/1/1941,1941.33,1166098,1129288,56.9,1984993,307359.9233,3.674155003
5/2/1941,1941.33,1165794,1128984,56.9,1984993,307371.0384,3.673033107
5/3/1941,1941.34,1165488,1128678,56.9,1984993,307382.1534,3.671904785
5/4/1941,1941.34,1165183,1128373,56.8,1984993,307393.2685,3.670779798
5/5/1941,1941.34,1164878,1128069,56.8,1984993,307404.3836,3.669658145
5/6/1941,1941.35,1164574,1127764,56.8,1984993,307415.4986,3.668533321
5/7/1941,1941.35,1164269,1127459,56.8,1984993,307426.6137,3.667408577
5/8/1941,1941.35,1163963,1127154,56.8,1984993,307437.7288,3.666283916
5/9/1941,1941.35,1163659,1126849,56.8,1984993,307448.8438,3.665159335
5/10/1941,1941.36,1163354,1126544,56.8,1984993,307459.9589,3.664034836
5/11/1941,1941.36,1163049,1126240,56.7,1984993,307471.074,3.66291367
5/12/1941,1941.36,1162744,1125935,56.7,1984993,307482.189,3.661789333
5/13/1941,1941.36,1162439,1125629,56.7,1984993,307493.3041,3.660661826
5/14/1941,1941.37,1162134,1125325,56.7,1984993,307504.4192,3.659540904
5/15/1941,1941.37,1161829,1125020,56.7,1984993,307515.5342,3.658416811
5/16/1941,1941.37,1161525,1124715,56.7,1984993,307526.6493,3.657292799
5/17/1941,1941.38,1161220,1124410,56.6,1984993,307537.7644,3.656168868
5/18/1941,1941.38,1160915,1124106,56.6,1984993,307548.8795,3.655048271
5/19/1941,1941.38,1160610,1123800,56.6,1984993,307559.9945,3.653921251
5/20/1941,1941.38,1160305,1123495,56.6,1984993,307571.1096,3.652797564
5/21/1941,1941.39,1160000,1123191,56.6,1984993,307582.2247,3.65167721
5/22/1941,1941.39,1159695,1122886,56.6,1984993,307593.3397,3.650553686
5/23/1941,1941.39,1159391,1122581,56.6,1984993,307604.4548,3.649430242
5/24/1941,1941.39,1159085,1122276,56.5,1984993,307615.5699,3.64830688
5/25/1941,1941.4,1158780,1121971,56.5,1984993,307626.6849,3.647183599
5/26/1941,1941.4,1158476,1121666,56.5,1984993,307637.8,3.6460604
5/27/1941,1941.4,1158171,1121362,56.5,1984993,307648.9151,3.644940531
5/28/1941,1941.41,1157866,1121057,56.5,1984993,307660.0301,3.643817494
5/29/1941,1941.41,1157560,1120751,56.5,1984993,307671.1452,3.642691287
5/30/1941,1941.41,1157256,1120447,56.4,1984993,307682.2603,3.641571662
5/31/1941,1941.41,1156951,1120142,56.4,1984993,307693.3753,3.640448868
6/1/1941,1941.42,1170720,1133911,57.1,1984993,307704.4904,3.685064844
6/2/1941,1941.42,1184488,1147679,57.8,1984993,307715.6055,3.729674347
6/3/1941,1941.42,1198257,1161447,58.5,1984993,307726.7205,3.774280628
6/4/1941,1941.42,1212026,1175216,59.2,1984993,307737.8356,3.818886936
6/5/1941,1941.43,1211654,1174844,59.2,1984993,307748.9507,3.81754023
6/6/1941,1941.43,1211283,1174473,59.2,1984993,307760.0658,3.816196871
6/7/1941,1941.43,1210911,1174101,59.1,1984993,307771.1808,3.81485036
6/8/1941,1941.44,1210540,1173730,59.1,1984993,307782.2959,3.813507195
6/9/1941,1941.44,1210168,1173358,59.1,1984993,307793.411,3.812160879
6/10/1941,1941.44,1208381,1171571,59,1984993,307804.526,3.806217586
6/11/1941,1941.44,1206594,1169784,58.9,1984993,307815.6411,3.800274722
6/12/1941,1941.45,1204806,1167997,58.8,1984993,307826.7562,3.794332288
6/13/1941,1941.45,1203019,1166209,58.8,1984993,307837.8712,3.788387034
6/14/1941,1941.45,1201231,1164422,58.7,1984993,307848.9863,3.782445458
6/15/1941,1941.45,1199445,1162635,58.6,1984993,307860.1014,3.776504311
6/16/1941,1941.46,1197657,1160848,58.5,1984993,307871.2164,3.770563593
6/17/1941,1941.46,1195870,1159060,58.4,1984993,307882.3315,3.764620056
6/18/1941,1941.46,1194083,1157273,58.3,1984993,307893.4466,3.758680196
6/19/1941,1941.47,1192295,1155486,58.2,1984993,307904.5616,3.752740764
6/20/1941,1941.47,1190508,1153698,58.1,1984993,307915.6767,3.746798514
6/21/1941,1941.47,1188720,1151911,58,1984993,307926.7918,3.740859941
6/22/1941,1941.47,1186934,1150124,57.9,1984993,307937.9068,3.734921796
6/23/1941,1941.48,1185146,1148337,57.9,1984993,307949.0219,3.728984079
6/24/1941,1941.48,1183358,1146549,57.8,1984993,307960.137,3.723043545
6/25/1941,1941.48,1181572,1144763,57.7,1984993,307971.2521,3.717109933
6/26/1941,1941.48,1179784,1142975,57.6,1984993,307982.3671,3.711170255
6/27/1941,1941.49,1177997,1141188,57.5,1984993,307993.4822,3.705234253
6/28/1941,1941.49,1176209,1139400,57.4,1984993,308004.5973,3.699295433
6/29/1941,1941.49,1174423,1137614,57.3,1984993,308015.7123,3.693363535
6/30/1941,1941.5,1172635,1135826,57.2,1984993,308026.8274,3.687425571
7/1/1941,1941.5,1171572,1134763,57.2,1984993,308037.9425,3.683841643
7/2/1941,1941.5,1170507,1133698,57.1,1984993,308049.0575,3.68025148
7/3/1941,1941.5,1169444,1132635,57.1,1984993,308060.1726,3.676668069
7/4/1941,1941.51,1168381,1131572,57,1984993,308071.2877,3.673084917
7/5/1941,1941.51,1167317,1130507,57,1984993,308082.4027,3.669495531
7/6/1941,1941.51,1166253,1129444,56.9,1984993,308093.5178,3.665912896
7/7/1941,1941.52,1165190,1128381,56.8,1984993,308104.6329,3.662330519
7/8/1941,1941.52,1164126,1127316,56.8,1984993,308115.7479,3.65874191
7/9/1941,1941.52,1163062,1126253,56.7,1984993,308126.863,3.65516005
7/10/1941,1941.52,1161999,1125190,56.7,1984993,308137.9781,3.651578449
7/11/1941,1941.53,1160935,1124125,56.6,1984993,308149.0932,3.647990616
7/12/1941,1941.53,1159872,1123062,56.6,1984993,308160.2082,3.644409531
7/13/1941,1941.53,1158808,1121999,56.5,1984993,308171.3233,3.640828705
7/14/1941,1941.53,1157744,1120934,56.5,1984993,308182.4384,3.637241648
7/15/1941,1941.54,1156681,1119871,56.4,1984993,308193.5534,3.633661339
7/16/1941,1941.54,1155617,1118808,56.4,1984993,308204.6685,3.630081288
7/17/1941,1941.54,1154554,1117745,56.3,1984993,308215.7836,3.626501495
7/18/1941,1941.55,1153490,1116680,56.3,1984993,308226.8986,3.622915472
7/19/1941,1941.55,1152426,1115617,56.2,1984993,308238.0137,3.619336196
7/20/1941,1941.55,1151363,1114554,56.1,1984993,308249.1288,3.615757178
7/21/1941,1941.55,1150299,1113489,56.1,1984993,308260.2438,3.61217193
7/22/1941,1941.56,1149236,1112426,56,1984993,308271.3589,3.608593429
7/23/1941,1941.56,1148172,1111363,56,1984993,308282.474,3.605015185
7/24/1941,1941.56,1147108,1110298,55.9,1984993,308293.589,3.601430712
7/25/1941,1941.56,1146045,1109235,55.9,1984993,308304.7041,3.597852985
7/26/1941,1941.57,1144981,1108172,55.8,1984993,308315.8192,3.594275516
7/27/1941,1941.57,1143917,1107107,55.8,1984993,308326.9342,3.590691818
7/28/1941,1941.57,1142854,1106044,55.7,1984993,308338.0493,3.587114865
7/29/1941,1941.58,1141791,1104981,55.7,1984993,308349.1644,3.583538169
7/30/1941,1941.58,1140726,1103916,55.6,1984993,308360.2795,3.579955246
7/31/1941,1941.58,1139663,1102853,55.6,1984993,308371.3945,3.576379066
8/1/1941,1941.58,1139532,1102722,55.6,1984993,308382.5096,3.575825365
8/2/1941,1941.59,1139403,1102593,55.5,1984993,308393.6247,3.575278189
8/3/1941,1941.59,1139272,1102462,55.5,1984993,308404.7397,3.574724568
8/4/1941,1941.59,1139141,1102331,55.5,1984993,308415.8548,3.574170987
8/5/1941,1941.59,1139011,1102201,55.5,1984993,308426.9699,3.573620687
8/6/1941,1941.6,1138881,1102071,55.5,1984993,308438.0849,3.573070428
8/7/1941,1941.6,1138750,1101940,55.5,1984993,308449.2,3.572516966
8/8/1941,1941.6,1138620,1101810,55.5,1984993,308460.3151,3.571966785
8/9/1941,1941.61,1138489,1101680,55.5,1984993,308471.4301,3.571416645
8/10/1941,1941.61,1138360,1101550,55.5,1984993,308482.5452,3.570866544
8/11/1941,1941.61,1138229,1101419,55.5,1984993,308493.6603,3.570313241
8/12/1941,1941.61,1138098,1101288,55.5,1984993,308504.7753,3.569759978
8/13/1941,1941.62,1137968,1101159,55.5,1984993,308515.8904,3.569213237
8/14/1941,1941.62,1137838,1101028,55.5,1984993,308527.0055,3.568660054
8/15/1941,1941.62,1137707,1100897,55.5,1984993,308538.1205,3.56810691
8/16/1941,1941.62,1137577,1100768,55.5,1984993,308549.2356,3.567560288
8/17/1941,1941.63,1137446,1100637,55.4,1984993,308560.3507,3.567007224
8/18/1941,1941.63,1137316,1100506,55.4,1984993,308571.4658,3.5664542
8/19/1941,1941.63,1137186,1100377,55.4,1984993,308582.5808,3.565907697
8/20/1941,1941.64,1137055,1100246,55.4,1984993,308593.6959,3.565354752
8/21/1941,1941.64,1136924,1100115,55.4,1984993,308604.811,3.564801847
8/22/1941,1941.64,1136795,1099985,55.4,1984993,308615.926,3.564252222
8/23/1941,1941.64,1136664,1099855,55.4,1984993,308627.0411,3.563702636
8/24/1941,1941.65,1136534,1099725,55.4,1984993,308638.1562,3.563153091
8/25/1941,1941.65,1136403,1099594,55.4,1984993,308649.2712,3.562600344
8/26/1941,1941.65,1136273,1099464,55.4,1984993,308660.3863,3.562050878
8/27/1941,1941.65,1136143,1099334,55.4,1984993,308671.5014,3.561501451
8/28/1941,1941.66,1136012,1099203,55.4,1984993,308682.6164,3.560948824
8/29/1941,1941.66,1135881,1099072,55.4,1984993,308693.7315,3.560396237
8/30/1941,1941.66,1135752,1098943,55.4,1984993,308704.8466,3.559850168
8/31/1941,1941.67,1135621,1098812,55.4,1984993,308715.9616,3.55929766
9/1/1941,1941.67,1135529,1098720,55.4,1984993,308727.0767,3.558871518
9/2/1941,1941.67,1135437,1098628,55.3,1984993,308738.1918,3.558445405
9/3/1941,1941.67,1135346,1098537,55.3,1984993,308749.3068,3.558022563
9/4/1941,1941.68,1135254,1098445,55.3,1984993,308760.4219,3.557596512
9/5/1941,1941.68,1135162,1098353,55.3,1984993,308771.537,3.557170492
9/6/1941,1941.68,1135070,1098261,55.3,1984993,308782.6521,3.556744502
9/7/1941,1941.68,1134979,1098169,55.3,1984993,308793.7671,3.556318543
9/8/1941,1941.69,1134888,1098079,55.3,1984993,308804.8822,3.555899091
9/9/1941,1941.69,1134796,1097987,55.3,1984993,308815.9973,3.555473194
9/10/1941,1941.69,1134704,1097895,55.3,1984993,308827.1123,3.555047326
9/11/1941,1941.7,1134613,1097803,55.3,1984993,308838.2274,3.55462149
9/12/1941,1941.7,1134521,1097711,55.3,1984993,308849.3425,3.554195684
9/13/1941,1941.7,1134429,1097620,55.3,1984993,308860.4575,3.553773146
9/14/1941,1941.7,1134337,1097528,55.3,1984993,308871.5726,3.553347402
9/15/1941,1941.71,1134246,1097436,55.3,1984993,308882.6877,3.552921688
9/16/1941,1941.71,1134154,1097344,55.3,1984993,308893.8027,3.552496004
9/17/1941,1941.71,1134062,1097252,55.3,1984993,308904.9178,3.552070352
9/18/1941,1941.72,1133970,1097161,55.3,1984993,308916.0329,3.551647967
9/19/1941,1941.72,1133878,1097069,55.3,1984993,308927.1479,3.551222375
9/20/1941,1941.72,1133787,1096977,55.3,1984993,308938.263,3.550796814
9/21/1941,1941.72,1133695,1096885,55.3,1984993,308949.3781,3.550371284
9/22/1941,1941.73,1133603,1096793,55.3,1984993,308960.4932,3.549945784
9/23/1941,1941.73,1133512,1096703,55.2,1984993,308971.6082,3.549526788
9/24/1941,1941.73,1133421,1096611,55.2,1984993,308982.7233,3.549101349
9/25/1941,1941.73,1133329,1096519,55.2,1984993,308993.8384,3.548675941
9/26/1941,1941.74,1133237,1096427,55.2,1984993,309004.9534,3.548250563
9/27/1941,1941.74,1133145,1096335,55.2,1984993,309016.0685,3.547825216
9/28/1941,1941.74,1133054,1096244,55.2,1984993,309027.1836,3.547403136
9/29/1941,1941.75,1132962,1096152,55.2,1984993,309038.2986,3.54697785
9/30/1941,1941.75,1132870,1096060,55.2,1984993,309049.4137,3.546552595
10/1/1941,1941.75,1139182,1102372,55.5,1984993,309060.5288,3.56684823
10/2/1941,1941.75,1145494,1108684,55.9,1984993,309071.6438,3.587142406
10/3/1941,1941.76,1151806,1114996,56.2,1984993,309082.7589,3.607435122
10/4/1941,1941.76,1158117,1121307,56.5,1984993,309093.874,3.627723143
10/5/1941,1941.76,1164429,1127619,56.8,1984993,309104.989,3.648012941
